"S/N","English ","Arabic ","Meaning "
"497 ","Suheera ","","Beautiful. "
"498 ","Sujah ","???? ","Civilization. "
"499 ","Sukaina ","????? ","Diminutive of Sakina, calmness. "
"500 ","Sukainah, Sukaynah ","","Charming, likable "
"501 ","Sukaynah ","","Calm, Quietude. "
"502 ","Sulafa ","????? ","Choicest, (wine). "
"503 ","Sulafah ","","Choicest "
"504 ","Sulaima ","????? ","Diminutive of Salma, beloved. "
"505 ","Sultana ","?????? ","Queen, woman ruler, wife of a Sultan; fem. of Sultan. "
"506 ","Sultanah ","","Sultaness "
"507 ","Sulwa ","???? ","Comfort, ease, amusement, solace. "
"508 ","Sumaira ","????? ","Princess, successful "
"509 ","Sumaira, Sumayra ","","Diminutive of Samra "
"510 ","Sumaiya ","","Pure "
"511 ","Sumaiyah ","???? ","Name of a lady companion of the Prophet — the first martyr in Islam. "
"512 ","Sumaiyah, Sumayyah ","","Name of a lady companion of the Prophet — the first martyr in Islam "
"513 ","Sumamah ","????? ","A writer and a poetess daugter of Abdullah bin Sawar al-Basari. "
"514 ","Sumanah ","????? ","She was the daughter of Hamdan bin Musa al-Anbariyah and a narrator of Hadith. "
"515 ","Sumara ","","Entertainer. "
"516 ","Sumaya ","???? ","Diminutive of Samia, high. "
"517 ","Sumayrah ","????? ","Brownish. "
"518 ","Sumaytah ","????? ","She was a companion and she was al-haysiah. "
"519 ","Sumbal ","???? ","A fragrant weed. "
"520 ","Sumbul ","","Frail, Delicate. "
"521 ","Suml ","??? ","Name of an early distinguished woman. "
"522 ","Sumlina ","","Morning Star. "
"523 ","Summar ","","Fruit, Gifts. "
"524 ","Summaya ","","The first lady who obtained shahadat in Islam. "
"525 ","Summayyah ","","First martyr of Islam. "
"526 ","Sumnah ","???? ","A name of an Arab girl. "
"527 ","Sumra ","","Fruit, summer fruit. "
"528 ","Sunat ","??? ","Way, method, Prophet's (PBUH) way of life. "
"529 ","Sunbul ","","Spikes of grain "
"530 ","Sunbula ","????? ","Ear of corn. "
"531 ","Sundas ","???? ","The dress of Paradise. "
"532 ","Sundus ","???? ","Silk brocade. "
"533 ","Sunya ","","Sunshine, brightness. "
"534 ","Sura, Suraa ","","to travel by night "
"535 ","Suraiya ","","Polite. "
"536 ","Suraya ","","Star. "
"537 ","Surayya ","???? ","The Pleiades, cluster of seven brilliant stars in Taurus, a wealthy lady, luster, chandelier. "
"538 ","Suri ","???? ","Red Rose. "
"539 ","Susan ","???? ","Lily of the valley, iris. "
"540 ","Sussan ","???? ","A flower, Lily of the valley. "
"541 ","Suwaybah ","????? ","Name of one of the wet-nurses of the Prophet PBUH. "
"542 ","Suwaydah ","????? ","Daughter of Jabir, she was a narrator of Hadith. "
"543 ","Swiyyah ","","Little one. "
